# lsed                 radius_correction    radius_correction_lbound radius_correction_ubound radius              radius_lbound       radius_ubound      
  0.033                0.02779081726752218  0.46922877330290097      0.5086493160171571       0.48941329834246877 0.46922877330290097 0.5086493160171571 
  0.034                0.027951540935870774 0.4737741978321123       0.513578656214909        0.49412456090065604 0.4737741978321123  0.513578656214909  
  0.035                0.028100137999310385 0.4782225563421627       0.518409857639391        0.49873464666612555 0.4782225563421627  0.518409857639391  
  0.036000000000000004 0.028236608457841005 0.4825785776349974       0.5231476490925482       0.5032482844408224  0.4825785776349974  0.5231476490925482 
  0.037000000000000005 0.028360952311462642 0.48630486319325994      0.5272546320570243       0.5071280757073902  0.48630486319325994 0.5272546320570243 
  0.038000000000000006 0.028473169560175295 0.48994828882418495      0.5312776823400537       0.5109208962730634  0.48994828882418495 0.5312776823400537 
  0.03900000000000001  0.028573260203978955 0.49351524901707833      0.5352231944309426       0.5146331406271482  0.49351524901707833 0.5352231944309426 
  0.04                 0.028661224242873637 0.49700847827190886      0.5390939028296595       0.5182675432696131  0.49700847827190886 0.5390939028296595 
  0.041                0.028737061676859327 0.5004310309128394       0.5428928618603674       0.5218271585246211  0.5004310309128394  0.5428928618603674 
  0.042                0.02880077250593603  0.5037857598989293       0.5466229244821258       0.5253148393512316  0.5037857598989293  0.5466229244821258 
  0.043000000000000003 0.02885235673010375  0.50707482265569         0.5502862481204459       0.528732743174956   0.50707482265569    0.5502862481204459 
  0.044000000000000004 0.028891814349362485 0.510300498200985        0.5538851117931913       0.5320831490136577  0.510300498200985   0.5538851117931913 
  0.045000000000000005 0.028919145363712234 0.5134650110749535       0.557421740040501        0.5353682814074759  0.5134650110749535  0.557421740040501  
  0.046000000000000006 0.028934349773152995 0.5165701847729146       0.5608979563576946       0.53858996385173    0.5165701847729146  0.5608979563576946 
  0.047                0.028937427577684773 0.5196180114940543       0.5643157529439575       0.5417501885456056  0.5196180114940543  0.5643157529439575 
  0.048                0.028928378777307563 0.5226104047787176       0.5676770433396351       0.5448508690294479  0.5226104047787176  0.5676770433396351 
  0.049                0.028907203372021364 0.5255488567217574       0.5709833196395802       0.5478934973981098  0.5255488567217574  0.5709833196395802 
  0.05                 0.02887390136182618  0.5284349867422085       0.5742362012628274       0.550879693070626   0.5284349867422085  0.5742362012628274 
  0.051000000000000004 0.028828472746722015 0.5312196054407523       0.5773864988100584       0.5537602666476781  0.5312196054407523  0.5773864988100584 
  0.052000000000000005 0.028770917526708864 0.5336710740442169       0.5802025735081012       0.556303579356094   0.5336710740442169  0.5802025735081012 
  0.053000000000000005 0.028701235701786718 0.5360769819917119       0.5829720147960654       0.5587972206349834  0.5360769819917119  0.5829720147960654 
  0.054000000000000006 0.028619427271955593 0.5384395276242135       0.5856970210149272       0.5612433888253223  0.5384395276242135  0.5856970210149272 
  0.05500000000000001  0.028525492237215483 0.5407594653738859       0.5883783465968506       0.5636428383592752  0.5407594653738859  0.5883783465968506 
  0.056                0.028419430597566384 0.5430372909778439       0.5910164872789507       0.5659960649739568  0.5430372909778439  0.5910164872789507 
  0.057                0.0283012423530083   0.5452751426470199       0.5936135812721597       0.5683052068802995  0.5452751426470199  0.5936135812721597 
  0.058                0.028170927503541228 0.5474733982732549       0.5961700064683187       0.5705706419701442  0.5474733982732549  0.5961700064683187 
  0.059000000000000004 0.028028486049165174 0.5496327781947867       0.5986864832056655       0.5727930905817288  0.5496327781947867  0.5986864832056655 
  0.060000000000000005 0.027873917989880134 0.5517543583170595       0.6011640873896444       0.5749736286204975  0.5517543583170595  0.6011640873896444 
  0.061000000000000006 0.027707223325686103 0.5538392353692203       0.6036039157494022       0.5771133528155972  0.5538392353692203  0.6036039157494022 
  0.062000000000000006 0.02752840205658309  0.5558883479052682       0.606006906838938        0.5792132017210271  0.5558883479052682  0.606006906838938  
  0.063                0.027337454182571087 0.5579017383841055       0.6083731031171542       0.5812732177956894  0.5579017383841055  0.6083731031171542 
  0.064                0.027134379703650104 0.5598812142694222       0.6107043120477408       0.5832952085032742  0.5598812142694222  0.6107043120477408 
  0.065                0.026919178619820135 0.5618263012754288       0.6130000593449083       0.5852786995579922  0.5618263012754288  0.6130000593449083 
  0.066                0.026691850931081174 0.5637387122267434       0.6152620578332748       0.5872254037844611  0.5637387122267434  0.6152620578332748 
  0.067                0.026452396637433227 0.5656183319829404       0.6174901923724146       0.5891352060422554  0.5656183319829404  0.6174901923724146 
  0.068                0.0262008157388763   0.5674666065185224       0.6196859089368304       0.5910095523058779  0.5674666065185224  0.6196859089368304 
  0.069                0.02593710823541038  0.569283064684202        0.6218487363772348       0.592847971426041   0.569283064684202   0.6218487363772348 
  0.07                 0.025661274127035477 0.5710694638910595       0.6239804321047081       0.5946522208138251  0.5710694638910595  0.6239804321047081 
  0.07100000000000001  0.02537331341375159  0.5728258828756209       0.6260810748557762       0.5964223792057561  0.5728258828756209  0.6260810748557762 
  0.07200000000000001  0.025073226095558714 0.5745522827190899       0.6281506257116429       0.5981584076830379  0.5745522827190899  0.6281506257116429 
  0.07300000000000001  0.024761012172456853 0.5761041394535422       0.6300445607043841       0.599715782277746   0.5761041394535422  0.6300445607043841 
  0.07400000000000001  0.024436671644446004 0.5774898952206707       0.6317713219756922       0.6011029451315734  0.5774898952206707  0.6317713219756922 
  0.07500000000000001  0.024100204511526176 0.5788493099922044       0.6334706694972965       0.602459656216249   0.5788493099922044  0.6334706694972965 
  0.076                0.023751610773697363 0.5801829954327362       0.63514321493379         0.6037865271963658  0.5801829954327362  0.63514321493379   
  0.077                0.023390890430959557 0.5814916760007682       0.6367896827436745       0.6050842825304259  0.5814916760007682  0.6367896827436745 
  0.078                0.023018043483312763 0.5827756311318915       0.6384103523625414       0.6063532016540203  0.5827756311318915  0.6384103523625414 
  0.079                0.022633069930756988 0.584035130699371        0.6400054936636554       0.6075935544404141  0.584035130699371   0.6400054936636554 
  0.08                 0.022235969773292227 0.5852705860419373       0.6415755179857473       0.6088057522283377  0.5852705860419373  0.6415755179857473 
  0.081                0.021826743010918477 0.5864824975875619       0.6431209257567885       0.6099902954457627  0.5864824975875619  0.6431209257567885 
  0.082                0.021405389643635742 0.5876710664450643       0.6446419180855983       0.6111473852015085  0.5876710664450643  0.6446419180855983 
  0.083                0.02097190967144402  0.5888367139917232       0.6461389163494559       0.612277442872854   0.5888367139917232  0.6461389163494559 
  0.084                0.020526303094343317 0.589979625489899        0.647612105810721        0.6133806537221594  0.589979625489899   0.647612105810721  
  0.085                0.020068569912333623 0.5911003036303217       0.6490619891601241       0.6144575204401548  0.5911003036303217  0.6490619891601241 
  0.08600000000000001  0.01959871012541494  0.5921986554111087       0.6504884733957826       0.6155079500249575  0.5921986554111087  0.6504884733957826 
  0.08700000000000001  0.019116723733587283 0.593275483879454        0.6518923615648903       0.6165327455237616  0.593275483879454   0.6518923615648903 
  0.08800000000000001  0.018622610736850627 0.5943302269502194       0.6532730915823091       0.6175313448514289  0.5943302269502194  0.6532730915823091 
  0.08900000000000001  0.01811637113520499  0.5953643537276595       0.6546321325522935       0.618505217112214   0.5953643537276595  0.6546321325522935 
  0.09000000000000001  0.017598004928650372 0.5963774790643914       0.6559690993274607       0.6194539771587338  0.5963774790643914  0.6559690993274607 
  0.091                0.017067512117186767 0.5973699549611132       0.6572843439085089       0.6203779769916868  0.5973699549611132  0.6572843439085089 
  0.092                0.01652489270081417  0.598341405297           0.6585774901746129       0.6212768404902477  0.598341405297      0.6585774901746129 
  0.093                0.015970146679532587 0.5992932759398345       0.6598499839935555       0.6221520135221994  0.5992932759398345  0.6598499839935555 
  0.094                0.015403274053342027 0.6002250687410262       0.6611013272167465       0.6230029979389515  0.6002250687410262  0.6611013272167465 
  0.095                0.01482427482224247  0.6011371354554962       0.6623318715991067       0.6238301454954248  0.6011371354554962  0.6623318715991067 
  0.096                0.014233148986233927 0.602029122302045        0.6635412633594368       0.6246331024104201  0.602029122302045   0.6635412633594368 
  0.097                0.013629896545316409 0.602902457204789        0.6647309304218529       0.6254132966080537  0.602902457204789   0.6647309304218529 
  0.098                0.013014517499489894 0.6037563690732869       0.665900101695914        0.6261699569978841  0.6037563690732869  0.665900101695914  
  0.099                0.012387011848754393 0.6045911660228993       0.6670490852969805       0.6269033916952722  0.6045911660228993  0.6670490852969805 
  0.1                  0.011747379593109907 0.60540782812179         0.6681788612932162       0.6276145807683816  0.60540782812179    0.6681788612932162 
